Title,Description,Thumbnail url,Channel name,Views,Likes,Comments,Duration in seconds,Duration,Uploaded Time,Video url
UNAVAILABLE,Provided to YouTube by Columbia

UNAVAILABLE · Davido · Musa Keys

Timeless

℗ 2023 Davido Music Worldwide Limited under exclusive licence to Sony Music Entertainment UK Limited

Released on: 2023-03-30

Associated Performer: Davido feat. Musa Keys
Engineer, Mastering Engineer, Mixing Engineer, Producer: Magicsticks
Composer, Lyricist: Peruzzi
Producer: Rage
Composer, Lyricist: Logos

Auto-generated by YouTube.,https://i.ytimg.com/vi/4UFiBRHtxyQ/maxresdefault.jpg,Davido - Topic,19173215,142755,394,170,2 Minutes, 50 Seconds,2023-03-30T23:01:00,https://www.youtube.com/watch?v=4UFiBRHtxyQ
Rush,Provided to YouTube by PLATOON LTD

Rush · Ayra Starr

19 & Dangerous

℗ 2023 Mavin Global Holdings

Released on: 2022-10-21

Producer: Andre Vibez
Producer: Hoops
Music  Publisher: Warner-Chappell Music Publishing
Composer  Lyricist: Prince Omoferi
Composer  Lyricist: Oyinkansola Sarah Aderibigbe

Auto-generated by YouTube.,https://i.ytimg.com/vi/-Xd1VSwCi2o/maxresdefault.jpg,Ayra Starr - Topic,72599805,535834,1519,186,3 Minutes, 6 Seconds,2022-10-17T12:10:13,https://www.youtube.com/watch?v=-Xd1VSwCi2o
FEEL,Provided to YouTube by Columbia

FEEL · Davido

Timeless

℗ 2023 Davido Music Worldwide Limited under exclusive licence to Sony Music Entertainment UK Limited

Released on: 2023-03-30

Engineer, Producer: Blaisebeatz
Composer, Lyricist: Yung Alpha
Mastering Engineer, Mixing Engineer: Leandro 'Dro' Hidalgo
Mixing Engineer: Aidan Duncan
Mixing Engineer: Charles Harris
Mixing Engineer: Zac Cantor

Auto-generated by YouTube.,https://i.ytimg.com/vi/3TR9qML2L-M/maxresdefault.jpg,Davido - Topic,9035755,48131,322,155,2 Minutes, 35 Seconds,2023-03-30T23:01:00,https://www.youtube.com/watch?v=3TR9qML2L-M
Monalisa,Provided to YouTube by The Orchard Enterprises

Monalisa · Lojay · Sarz · Lekan Osifeso Jr · Osabuohien Osaretin

LV N ATTN

℗ 2021 Metallic Music/1789

Released on: 2021-06-04

Producer: Sarz
Music  Publisher: Copyright Control

Auto-generated by YouTube.,https://i.ytimg.com/vi/loxACEBahMM/maxresdefault.jpg,Lojay - Topic,34254595,201674,396,214,3 Minutes, 34 Seconds,2021-06-03T12:02:55,https://www.youtube.com/watch?v=loxACEBahMM
Who Is Your Guy? (Remix),Provided to YouTube by Universal Music Group

Who Is Your Guy? (Remix) · Spyro · Tiwa Savage

